ID,Company,Name,Email,Phone,City,State,Has Email?,Has Name?,Has Position?,Has Contact?,Status
12278,Commercial Real Estate Team in Ocala,,,,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12281,"Find all publicly listed commercial properties for sale in Ocala, FL",,,,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12282,"FREE Laundromat Delivery Service In Fort Lauderdale, FL",,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12283,"Fort Lauderdale, FL- Laundry Heaven",,,954-772-7100,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12284,"Dry Cleaning, Alterations and Laundry Services at OXXO Fort Lauderdale",,,(954) 530-9234,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12285,"Commercial and Self-Serve Laundry in Fort Lauderdale, Miami, and South Florida",,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12286,Clean Wave Laundry,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12287,Laundromat,NEEDS_ENRICHMENT,info@maryslaundromart.com,(954) 533-0967,Fort Lauderdale,FL,NO,YES,NO,YES,NO EMAIL
12290,Advanced Property Management Services,NEEDS_ENRICHMENT,info@apmsfl.com,(239) 513-9433,Naples,FL,NO,YES,YES,YES,NO EMAIL
12292,Best Realtors in Southwest Florida,NEEDS_ENRICHMENT,support@naplesppm.com,(239) 383-7050,Naples,FL,NO,YES,YES,YES,NO EMAIL
12294,Naples Property Management,NEEDS_ENRICHMENT,info@choosegulfcoast.com,(941) 499-3315,Naples,FL,NO,YES,YES,YES,NO EMAIL
12297,Rental Properties,,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12298,Epoxy Flooring & Polished Concrete Contractors,,,561-258-9660,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12299,Commercial Epoxy Flooring & Concrete Polishing in Jupiter Florida,,,772-207-9668,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12300,"Superior Garage Floor Epoxy Coating Services in Jupiter, Florida",,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12301,Home,,33478floridaeliteepoxy@yahoo.com,561-914-8311,Jupiter,FL,YES,NO,NO,YES,NO NAME
12302,Expert Epoxy Flooring Contractor in Jupiter,,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12303,Epoxy Flooring in Jupiter,,33478floridaeliteepoxy@yahoo.com,561-914-8311,Jupiter,FL,YES,NO,YES,YES,NO NAME
12305,"Epoxy Flooring Palm Beach & St. Lucie County, FL",,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12306,Epoxy Flooring Jupiter & Hybrid Flooring Palm Beach,,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12307,Mister Car Wash,,,,Deltona,FL,NO,NO,YES,YES,NO EMAIL
12308,Car Wash In Deltona,NEEDS_ENRICHMENT,help@mistercarwash.com,,Deltona,FL,YES,YES,YES,YES,VERIFIED
12309,"Mister Car Wash in Deltona, FL 32725",,,(321) 267-7400,Deltona,FL,NO,NO,YES,YES,NO EMAIL
12310,Deltona Car Wash,,,,Deltona,FL,NO,NO,YES,YES,NO EMAIL
12311,Palm Coast Fire Department,,,(386) 437-4116,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12312,Fire Station 21,,YourFireDepartment@palmcoastgov.com,(386) 986-2300,Palm Coast,FL,YES,NO,YES,YES,NO NAME
12313,Fire Station 24,,YourFireDepartment@palmcoastgov.com,(386) 986-2300,Palm Coast,FL,YES,NO,YES,YES,NO NAME
12314,Fire Station 25,,YourFireDepartment@palmcoastgov.com,(386) 986-2300,Palm Coast,FL,YES,NO,YES,YES,NO NAME
12315,Fire Station #25,,,(386) 986-2360,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12316,Inside the Palm Coast Fire Department,,YourFireDepartment@palmcoastgov.com,(386) 446-6752,Palm Coast,FL,YES,NO,YES,YES,NO NAME
12317,About Our Fire Department,,,,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12318,Mission of the Palm Coast Fire Department,,YourFireDepartment@palmcoastgov.com,(386) 446-6752,Palm Coast,FL,YES,NO,YES,YES,NO NAME
12319,Flagler County Fire Station 41 Hammock,,,(386) 313-4200,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12320,Contact Franchise Consulting Firm,,cs@syntaxfl.com,888-526-4811,Hollywood,FL,YES,NO,YES,YES,NO NAME
12321,Restaurant Franchise Opportunities,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12322,"Restaurants and Food Businesses For Sale in Hollywood, Florida",,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12323,Restaurant Franchises in Florida,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12324,Restaurant & Food Franchises Opportunities in Florida,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12325,Piola,NEEDS_ENRICHMENT,contact@piolausa.com,,Hollywood,FL,NO,YES,NO,YES,NO EMAIL
12326,FSC Franchise,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12327,Franchise Owners Marketing Lists,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12329,Orlando Plumbing & HVAC,,,(877) 416-4727,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12330,"AmeriTech Air & Heat: Best AC in Orlando, FL",,,407-743-7106,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12331,Orlando HVAC Services & AC Repair,V4_NO_DATA,,,Orlando,FL,NO,YES,YES,YES,NO EMAIL
12332,Our Place Air & Home Repair,,,800-291-0949,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12333,"Electrician, HVAC Installation, AC Repair & Plumber",,,,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12334,"HVAC Contractor in Orlando, FL",,,407-440-0105,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12335,Orlando HVAC and Air Conditioning Service,,Nick@Gembecki.com,407-696-6646,Orlando,FL,YES,NO,YES,YES,NO NAME
12336,Orlando HVAC Contractor,,,407-743-7106,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12337,AC Repair Orlando,,,,Orlando,FL,NO,NO,NO,YES,NO EMAIL
12338,"Heating Installation, Furnace Repair, AC Installation & Heating Service",,,407-277-1159,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12339,Ocala Handyman,,,(352) 320-5265,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12340,"Trusted Handyman Services in Ocala, FL",,,,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12341,"Call Our Affordable Handyman Service in Ocala, FL, 34472",,,(352) 570-8020,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12342,"Handyman Services in Ocala, FL",,,,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12343,HANDYMAN SERVICES,,,,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12344,"The handyman service company in Ocala, FL, 34472",,,(352) 570-8020,Ocala,FL,NO,NO,YES,YES,NO EMAIL
12345,Home,,SEABRAHANDYMAN@GMAIL.COM,352-888-1780,Ocala,FL,YES,NO,NO,YES,NO NAME
12347,Driftwood Cafe – Teak St. Pete,,,(727) 513-8325,St. Petersburg,FL,NO,NO,YES,YES,NO EMAIL
12349,Intermezzo Coffee & Cocktails,,,,St. Petersburg,FL,NO,NO,YES,YES,NO EMAIL
12350,Coffee Shops in St. Pete,,,,St. Petersburg,FL,NO,NO,YES,YES,NO EMAIL
12351,WHY PARADECO IS ST. PETE’S FAVORITE COFFEE SHOP,,,,St. Petersburg,FL,NO,NO,YES,YES,NO EMAIL
12352,The Capybara Café – Home of the Capybara and Friends in St. Petersburg aka St. Pete Florida,,,727-430-4135,St. Petersburg,FL,NO,NO,YES,YES,NO EMAIL
12353,"Your local Coffee shop in St Petersburg, Florida",,,,St. Petersburg,FL,NO,NO,YES,YES,NO EMAIL
12354,Visit,,,,St. Petersburg,FL,NO,NO,NO,YES,NO EMAIL
12355,Commercial Property Management,,,407-381-7861,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12356,Orlando,,nicole@kiphuntermarketing.com,954-765-1329,Orlando,FL,YES,NO,NO,YES,NO NAME
12358,Blue Chip Property Managers,,,,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12359,"Orlando Commercial Property Management, Orlando Commercial Property Managers, Orlando, FL Commercial",V4_NO_DATA,,,Orlando,FL,NO,YES,YES,YES,NO EMAIL
12360,Commercial Property Management Services,,,,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12361,Orlando & Central Florida Commercial Property Management,,,,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12363,"Orlando, FL Commercial Property Management – Liberty Universal Management",,,,Orlando,FL,NO,NO,YES,YES,NO EMAIL
12365,Staff Directory • Fire Department,,,(386) 671-4000,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12366,Fire Department,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12367,Station Locations,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12369,Volusia County Fire Rescue,,mspivey@volusia.org,386-736-5940,Daytona Beach,FL,YES,NO,YES,YES,NO NAME
12370,Daytona Beach Fire Department Station 6,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12371,Airport Fire Station,,,386-736-2700,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12372,Fire Department Websites,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12373,Daytona Beach Fire Department,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12375,"Animal General Hospital, Veterinary hospital in Port St Lucie, Fl",,agh@petsvet.com,772-344-8835,Port St. Lucie,FL,YES,NO,YES,YES,NO NAME
12376,Veterinarian Port St. Lucie,,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12377,Port St. Lucie Veterinarian,,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12378,"Port St Lucie Animal Hospital & Veterinarian, FL 34952",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12379,Veterinarian Near Me,,,(772) 336-9300,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12380,"Vet Clinic in St. Lucie County, FL & Treasure Coast, FL",,,772-337-0800,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12381,"Veterinarian in Port St. Lucie, FL",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12383,"Best Veterinary Hospital In Port St Lucie, FL",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12384,Luxury Spa Fort Lauderdale,,spa@piersixtysixresort.com,754.318.6950,Fort Lauderdale,FL,YES,NO,YES,YES,NO NAME
12385,Med Spa,,,754-206-4687,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12387,Day Spa Fort Lauderdale,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12388,Sullo Salon & Day Spa,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12389,Luxury Fort Lauderdale Spa,,spa@westinftlauderdalebeach.com,954-245-3040,Fort Lauderdale,FL,YES,NO,YES,YES,NO NAME
12390,Fort Lauderdale PURE Spa,NEEDS_ENRICHMENT,info@pelicanbeach.com,954.556.7600,Fort Lauderdale,FL,NO,YES,YES,YES,NO EMAIL
12391,Casbah Spa And Salon • Fort Lauderdale's Premier Day Spa,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12393,Spa Fort Lauderdale,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12394,General Contractor,,,772-283-4256,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12395,CONTACT US,,ronnie@kirchmanconstruction.com,(772) 283-4256,Stuart,FL,YES,NO,YES,YES,NO NAME
12396,"Florida General Contractor: Stuart Turner General Contracting,.",NEEDS_ENRICHMENT,info@stgcinc.com,(727) 449-2837,Stuart,FL,NO,YES,YES,YES,NO EMAIL
12398,CONTRACTORS/COMMERCIAL Category,,,(772) 781-1616,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12399,Walter M White Construction – Professional General Contractor in Stuart Fl Specializing in New Custo,,,,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12400,CONTRACTORS/GENERAL Category,,,,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12401,"Warehouses for Sale in Hollywood, FL",,,888.273.0423,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12402,"Industrial Land & Real Estate Property for Sale in Hollywood, FL",,,888.273.0423,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12403,"Hollywood, FL Industrial & Warehouse Space for Rent",,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12405,"100% Air Conditioned Warehouse, 2851 Evans Street, Hollywood, FL, 33020",,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12406,"Warehouse Staffing and Management Solutions Hollywood, FL",,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12407,"Contact Alfredo Munoz, Email: a***@hollywoodbed.com & Phone Number",,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12408,Broward Warehouses For Sale,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12409,"Hollywood, FL Office Space for Rent, Warehouses, and Retail Locations",,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12410,Hollywood Warehouses For Rent & Lease,,,,Hollywood,FL,NO,NO,YES,YES,NO EMAIL
12411,Naples Custom Cabinets,,,239-643-5661,Naples,FL,NO,NO,YES,YES,NO EMAIL
12412,Naples FL Custom Cabinet Makers,,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12413,Uptown,,,(239) 825-8432,Naples,FL,NO,NO,NO,YES,NO EMAIL
12414,Contact Pohl Custom Cabinets,,dan@pohlcustomcabinets.com,(239) 643-5661,Naples,FL,YES,NO,YES,YES,NO NAME
12415,Pohl Custom Cabinets,,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12416,"Custom Kitchen Cabinets Fort Myers, Naples & Marco Island",,,(239) 332-3020,Naples,FL,NO,NO,YES,YES,NO EMAIL
12417,"A reliable cabinet maker in Naples, FL, 34116",,,,Naples,FL,NO,NO,NO,YES,NO EMAIL
12418,Birklee Contracting |,,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12419,Daytona Beach Roofing Contractors,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12420,"A.A.T. Roofing, Daytona Beach Shores roofing contractors you can count on! (386) 767-1886",,,(386) 767-1886,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12421,"Best Roofers in Daytona Beach, FL",,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12422,Daytona Beach Roofing,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12423,"Roofing Services in Daytona Beach, FL",V4_NO_DATA,,,Daytona Beach,FL,NO,YES,YES,YES,NO EMAIL
12424,Daytona Beach Roofing Contractor & Storm Damage Roofing Specialists,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12425,Daytona Roofing Services,,,(203) 660-2074,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12426,Roofing in Central Florida – Roberson Roofing,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12427,Roofing Services in Volusia County FL,,,,Daytona Beach,FL,NO,NO,YES,YES,NO EMAIL
12428,Residential,V4_NO_DATA,,772-207-9668,Fort Pierce,FL,NO,YES,NO,YES,NO EMAIL
12429,Custom Surface,,,,Fort Pierce,FL,NO,NO,YES,YES,NO EMAIL
12430,Epoxy Floor Services in Fort Pierce,,,,Fort Pierce,FL,NO,NO,YES,YES,NO EMAIL
12431,Contact Us – Epoxy Floor Supply,,,888.713.3002,Fort Pierce,FL,NO,NO,YES,YES,NO EMAIL
12433,"Epoxy Flooring Services Fort Pierce, FL",,,(772) 710-8715,Fort Pierce,FL,NO,NO,YES,YES,NO EMAIL
12434,"Epoxy Flooring Palm Beach & St. Lucie County, FL",,,,Fort Pierce,FL,NO,NO,YES,YES,NO EMAIL
12435,#1 Epoxy Flooring Contractors,,,,Fort Pierce,FL,NO,NO,NO,YES,NO EMAIL
12436,Epoxy Floors N More,,,(239) 339-7238,Fort Pierce,FL,NO,NO,YES,YES,NO EMAIL
12437,"Roofing Contractors Gainesville, FL",NEEDS_ENRICHMENT,info@floridaroofmastersllc.com,,Gainesville,FL,NO,YES,YES,YES,NO EMAIL
12439,"Roofer Gainesville, FL",,,(352) 375-7008,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12440,Welcome to J & S Roofing and Construction.,,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12441,"Best Roofers in Gainesville, FL",,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12442,"Allen Roofing,",,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12443,Residential Roofer,,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12444,Perry Roofing Contractors,,,(352) 373-2724,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12445,"Gainesville, FL: Commercial Roofing Services and Replacements",,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12446,"Premier Roofing Contractors in Gainesville, FL North Woods Roofing",,,352-268-9741,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12450,"Florida Fast Food, Quick Service Restaurants For Sale",,,,Cape Coral,FL,NO,NO,YES,YES,NO EMAIL
12452,Businesses for Sale,,,,Cape Coral,FL,NO,NO,YES,YES,NO EMAIL
12453,"Restaurants and Food Businesses For Sale in Cape Coral, Florida",,,,Cape Coral,FL,NO,NO,YES,YES,NO EMAIL
12454,We Sell Restaurants,,,,Cape Coral,FL,NO,NO,NO,YES,NO EMAIL
12456,Roofing Contractor Palm Coast — Florida's Best Roofing,,,(386) 263-7906,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12457,Instant Roof Quote,,akroofing@akccfl.com,(386) 302-9063,Palm Coast,FL,YES,NO,YES,YES,NO NAME
12458,"Roofing Palm Coast, FL",,,(386) 248-5810,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12459,#1 Roofing Service in Palm Coast (386) 272-5222 Call Us,,,,Palm Coast,FL,NO,NO,NO,YES,NO EMAIL
12461,Chardani Roofing,,,(386) 338-7926,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12463,Palm Coast Roofing Contractor,,,(386) 266-9879,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12464,About Us,,,,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12465,Top Roofing Contractors in Florida,,,,Palm Coast,FL,NO,NO,YES,YES,NO EMAIL
12467,"HOA Management Companies in Port St. Lucie, Florida",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12468,Watson Association Management,,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12471,"PGA Village Property Homeowners Association, Port Saint Lucie, FL",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12472,"Saint Lucie North Homeowners Association, Port Saint Lucie, FL",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12473,"Las Palmas at Port Saint Lucie Homeowners Association, Port Saint Lucie, FL",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12475,"HOA Help in Port St. Lucie, Florida",,,,Port St. Lucie,FL,NO,NO,YES,YES,NO EMAIL
12476,1Fitness,,,(772) 380-3860,Stuart,FL,NO,NO,NO,YES,NO EMAIL
12477,LA Fitness,,,(772) 209-3010,Stuart,FL,NO,NO,NO,YES,NO EMAIL
12478,About Our Gym,,,(772) 872-6240,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12479,Peak Fitness Adventures,Beth Hanna,beth@peakfitnessadventures.com,772-210-5939,Stuart,FL,YES,YES,YES,YES,VERIFIED
12480,"Gym in Stuart Crossings, FL",,,,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12482,"Powerhouse Gym, Stuart",,,772-221-2121,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12483,Wellness Center,,,(772) 286-4444,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12484,The Center Gym,,,,Stuart,FL,NO,NO,YES,YES,NO EMAIL
12486,Jupiter Laundry,,,5617444774,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12488,"Laundry and Dry Cleaning Pickup & Delivery Service in Jupiter, FL",,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12489,"Laundry Services in Jupiter, FL",,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12490,The Best Laundry Service App for Jupiter FL,,,,Jupiter,FL,NO,NO,YES,YES,NO EMAIL
12491,Portfolio,,,,Jupiter,FL,NO,NO,NO,YES,NO EMAIL
12496,"Large & Small Kitchen Remodeling Contractors Fort Lauderdale, FL",,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12497,Kitchen Remodeling,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12498,"Kitchen Remodeling Contractors in Fort Lauderdale, FL",,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12499,Top Rated Kitchen remodeling contractor fort Lauderdale Florida,,,,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12501,"Kitchen Remodeling in Fort Lauderdale, Florida",,,(954) 564-1611,Fort Lauderdale,FL,NO,NO,YES,YES,NO EMAIL
12502,"Car Wash In North Fort Myers, FL",,,,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12503,El Car Wash in Fort Myers,,,239-437-9610,Fort Myers,FL,NO,NO,NO,YES,NO EMAIL
12504,Downtowner Car Wash,,,(239) 689-4650,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12505,"Tommy's Express at 10680 Colonial Blvd., Fort Myers, FL 33913",,,,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12506,Fort Myers (S Tamiami Trail),,,(423) 485-0005,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12507,SURFSIDECARWASHES,,,,Fort Myers,FL,NO,NO,NO,YES,NO EMAIL
12508,"Car Detailing In Fort Myers, Naples, Estero, Bonita Springs, FL",,,(239) 264-3052,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12509,Car Wash N. Fort Myers FL,,,,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12510,"Wash, Wax & Detailing Services",,,,Fort Myers,FL,NO,NO,YES,YES,NO EMAIL
12511,Miami Roofing,,,,Miami,FL,NO,NO,YES,YES,NO EMAIL
12512,Roofing: Contractors Best #1 Top Repairs Palmetto Bay FL,,,(305) 258-6655,Miami,FL,NO,NO,YES,YES,NO EMAIL
12513,Contact,NEEDS_ENRICHMENT,INFO@MIAMIBESTROOFING.COM,(786) 808-6212,Miami,FL,NO,YES,NO,YES,NO EMAIL
12514,Miami’s Roofing,,,,Miami,FL,NO,NO,YES,YES,NO EMAIL
12517,Roofing Contractor,,,305-232-9211,Miami,FL,NO,NO,YES,YES,NO EMAIL
12518,Roofing Miami-Roofing Miami-Roofing Contractors Miami,,roofermike2006@gmail.com,(305) 519-7879,Miami,FL,YES,NO,YES,YES,NO NAME
12522,"#1 Gutter Repair & Cleaning Services in Bradenton, FL",NEEDS_ENRICHMENT,contact@bradentongutterpros.com,(941) 269-8129,Bradenton,FL,NO,YES,NO,YES,NO EMAIL
12523,"Professional Aluminum Gutter & Roof Installation in Bradenton, FL",,,941-705-6064,Bradenton,FL,NO,NO,YES,YES,NO EMAIL
12524,Expert Rain Gutter Installation Services,,,,Bradenton,FL,NO,NO,YES,YES,NO EMAIL
12525,Premium Gutter Solutions,,,,Bradenton,FL,NO,NO,YES,YES,NO EMAIL
12526,CSM South Seamless Guttering,,,,Bradenton,FL,NO,NO,YES,YES,NO EMAIL
12527,Yoder Aluminum Gutters,,,,Bradenton,FL,NO,NO,YES,YES,NO EMAIL
12528,Expert Gutter Installation Bradenton,,,,Bradenton,FL,NO,NO,YES,YES,NO EMAIL
12530,"Gym in Vero Beach, FL",,,(772) 770-9639,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12531,Velocity 1 Gym,NEEDS_ENRICHMENT,Info@velocity1gym.com,772-217-8973,Vero Beach,FL,NO,YES,YES,YES,NO EMAIL
12532,Vero Fitness,,,,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12533,Vero Strength + Conditioning,,,,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12534,GoodLife Fitness Studio,,,(772) 925-1915,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12535,Vero Fitness,NEEDS_ENRICHMENT,info@verofitness.fit,(772) 567-1400,Vero Beach,FL,NO,YES,YES,YES,NO EMAIL
12536,Vero Beach Athletic Club,,,(772) 480-0321,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12537,Vero Vine Top 9 Gyms,,,,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12538,Fitness Center,,,,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12539,Relentless Personal Training,,,,Vero Beach,FL,NO,NO,YES,YES,NO EMAIL
12541,"Custom Bathroom Remodeling in Jacksonville, FL & Beyond",,,(904) 906-4630,Jacksonville,FL,NO,NO,YES,YES,NO EMAIL
12543,Jacksonville Bathroom Remodel & Shower Conversion,,,,Jacksonville,FL,NO,NO,YES,YES,NO EMAIL
12544,Bathroom Remodeling & Renovations Jacksonville FL,,,,Jacksonville,FL,NO,NO,YES,YES,NO EMAIL
12545,Bathroom Remodel Jacksonville FL,,,,Jacksonville,FL,NO,NO,YES,YES,NO EMAIL
12547,Home Remodeling & Construction,,,,Jacksonville,FL,NO,NO,YES,YES,NO EMAIL
12549,Kitchen Remodeler,,,,Jacksonville,FL,NO,NO,YES,YES,NO EMAIL
12550,"Painting contractors in Gainesville, FL",,,(352) 605-6699,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12551,CertaPro Painters® of Gainesville FL,,,352-372-9001,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12552,painting services in Gainesville FL,,,352-660-7820,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12553,Gainesville Painting,,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12554,"Contact Our Painting in Gainesville , FL 32608",,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12555,North Florida Painting,,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12556,"Professional Painters in Gainesville, FL",,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12557,CorsPaint,,,,Gainesville,FL,NO,NO,NO,YES,NO EMAIL
12558,Painters in Gainesville Fl,,,,Gainesville,FL,NO,NO,YES,YES,NO EMAIL
12561,"Welcome to Marquesa Veterinary Clinic in Naples, FL",,marquesavet@gmail.com,(239) 260-4858,Naples,FL,YES,NO,YES,YES,NO NAME
12562,General Practice Vets,,swflspay@icloud.com,239-228-7740,Naples,FL,YES,NO,YES,YES,NO NAME
12563,Veterinarian in Naples,,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12564,Contact Our Naples Veterinarians at Marquesa Veterinary Clinic,,marquesavet@gmail.com,239-260-4858,Naples,FL,YES,NO,YES,YES,NO NAME
12565,Emergency Pet Hospital of Collier County: Home,,,239-263-8010,Naples,FL,NO,NO,YES,YES,NO EMAIL
12566,"Animal Hospital in Naples, FL",,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12567,"Veterinary Hospital Naples, FL 34112",,,,Naples,FL,NO,NO,YES,YES,NO EMAIL
12568,Big Cypress Animal Clinic,,,(239) 774-2233,Naples,FL,NO,NO,YES,YES,NO EMAIL
12569,Contractor/Builders,,,(239) 313-6603,Cape Coral,FL,NO,NO,NO,YES,NO EMAIL
